bgg_id,name,year,type
191203,Commander Chess,2010,boardgame
14105,Commands & Colors: Ancients,2006,boardgame
62222,Commands & Colors: Napoleonics,,boardgame
438998,Commonspoly,2015,boardgame
188188,Complots,,boardgame
20112,Composio,,boardgame
160010,Conan,,boardgame
23387,Conan Collectible Card Game,,boardgame
147151,Concept,2013,boardgame
247314,Concept Kids: Animals,2018,boardgame
416817,Concilium Urbis,2024,boardgame
124361,Concordia,2013,boardgame
,Concordia Venus,2018,boardgame
112,Condottiere,,boardgame
4325,Conflict,,boardgame
24800,Conflict of Heroes: Awakening the Bear! – Russia 1941-42,2008,boardgame
38823,Conflict of Heroes: Storms of Steel,,boardgame
7742,Confrontation,,boardgame
255613,Congkak,,boardgame
10989,ConHex,,boardgame
42685,Connect 4x4,,boardgame
2719,Connect Four,,boardgame
3370,Connections,,boardgame
19825,Connex'Oh,,boardgame
67,Conquest,,boardgame
92044,Conquest of Nerath,,boardgame
,Conquest of Space,,boardgame
97,Conquest of the Empire,,boardgame
1868,Conquistador,,boardgame
1506,Conquistador: The Age of Exploration,,boardgame
166976,Consentacle,2014,boardgame
697,Conspiracy,,boardgame
60707,Conspirateurs,,boardgame
26990,Container,2007,boardgame
2545,Contigo,1974,boardgame
1190,Continuo,1982,boardgame
15271,Contrario,,boardgame
4378,Cootie,1949,boardgame
148730,Copa,,boardgame
1730,Coppit,1927,boardgame
318546,CoraQuest,,boardgame
98351,Core Worlds,,boardgame
1000,Corona,,boardgame
,Corps of Discovery: A Game Set in the World of Manifest Destiny,2025,boardgame
,correspondence chess,,boardgame
5136,Corsaro,1991,boardgame
212300,Cosmail,,boardgame
1771,Cosmic Coasters,,boardgame
15,Cosmic Encounter,1977,boardgame
33494,Cosmic Journey,,boardgame
1302,Cosmic Wimpout,,boardgame
204027,Cottage Garden,,boardgame
,Counter Intelligence,1989,boardgame
131357,Coup,2012,boardgame
37208,Court of the Medici,,boardgame
,Cover Up,,boardgame
8083,Cowgirls,1998,boardgame
8172,Coyote,,boardgame
373284,Crack List,,boardgame
891,Cranium,,boardgame
16035,Cranium Whoonu,,boardgame
88402,Crappy Birthday,,boardgame
38464,Crash by Crash,2008,boardgame
8443,Crash! The bankrupt game,,boardgame
5478,Crazy Circus,,boardgame
147614,Crazy Time,,boardgame
,Creature Comforts,2022,boardgame
6634,Crescendo,,boardgame
,Crescendo of Doom,,boardgame
,Crimea,,boardgame
,Crimea: The Dawn of Modern Warfare,,boardgame
3855,Crimson Skies,1998,boardgame
,Critter Commandos,,boardgame
393429,Critter Kitchen,2024,boardgame
10453,Crocodile Dentist,,boardgame
521,crokinole,,boardgame
,Cromwell,,boardgame
2129,Crossbows and Catapults,,boardgame
2816,Crossfire,,boardgame
21845,Crossings,,boardgame
71973,Crows,,boardgame
147,Crude: The Oil Game,,boardgame
8481,Crusader Rex,,boardgame
1323,Cry Havoc,,boardgame
246784,Cryptid,2019,boardgame
12627,Cthulhu 500,,boardgame
65611,Cthulhu Dice,,boardgame
,Cthulhu: Death May Die,2019,boardgame
30380,Cuba,2007,boardgame
111799,Cuba Libre,,boardgame
,Cubitos,2021,boardgame
147352,Cuboro Tricky Ways,2013,boardgame
95364,Cubulus,,boardgame
26193,Cum Laude,,boardgame
19916,Cups,,boardgame
62,Curse of the Mummy's Tomb,,boardgame
,Custer's Last Stand,,boardgame
28259,Cutthroat Caverns,,boardgame
54998,Cyclades,2009,boardgame
202977,Cytosis: A Cell Biology Board Game,2017,boardgame
12168,D-Day,,boardgame
29603,D-Day at Omaha Beach,,boardgame
101785,D-Day Dice,,boardgame
61028,D-Day Dice: Free Trial Version,,boardgame
10785,D-Day: The Great Crusade,,boardgame
5056,D.A.K.,1982,boardgame
17136,Da Vinci's Challenge,2004,boardgame
13777,Dablot Prejjesne,,boardgame
,daily chess,,boardgame
,Dala,,boardgame
,Daldøs,,boardgame
24698,Dameo,,boardgame
194285,Dance Arena 200,,boardgame
948,Dao,,boardgame
,Dark Blades,,boardgame
1719,Dark Emperor,,boardgame
18574,Dark Force,,boardgame
2285,Dark Future,,boardgame
19351,Dark Millennium,,boardgame
111124,Dark Moon,,boardgame
197831,Dark Souls – The Board Game,,boardgame
,Dark Stars,,boardgame
30,Dark Tower,,boardgame
162596,Darkest Crusade,,boardgame
39,Darkover,,boardgame
378293,Daruma,2023,boardgame
205596,Darwin's Dice,,boardgame
322289,Darwin's Journey,,boardgame
1350,Das Amulett,,boardgame
39271,Das Bohnenspiel,,boardgame
9079,Das kaufmännische Talent,,boardgame
16369,Das Kleine Gespenst,,boardgame
1773,Dawn of the Dead,,boardgame
,Day & Night,2008,boardgame
334986,Daybreak,2023,boardgame
30601,DDR-Reise,,boardgame
28096,De Bellis Magistrorum Militum,,boardgame
52825,De Kolonisten van de Lage Landen,2009,boardgame
6824,De l'Orc pour les braves,2003,boardgame
13542,De Ontembare Stad,2004,boardgame
75165,De vulgari eloquentia,2010,boardgame
,Dead of Winter,2014,boardgame
150376,Dead of Winter: A Cross Roads Game,2014,boardgame
,Dead of Winter: A Crossroads Game,2014,boardgame
,Dead Reckoning,2022,boardgame
96713,Deadwood,2011,boardgame
2062,Deal Me In,,boardgame
,Death and Destruction,,boardgame
,Death By Diet,,boardgame
29449,Death Stacks,,boardgame
,Deathwing,,boardgame
,Deception: Murder in Hong Kong,2014,boardgame
295571,Deckscape Crew vs Crew: The Pirates' Island,,boardgame
267735,Deckscape: Behind the Curtain,,boardgame
343387,Deckscape: Dracula's Castle,,boardgame
295565,Deckscape: Escape from Alcatraz,,boardgame
37301,Decktet,,boardgame
,Decrypto,2018,boardgame
169654,Deep Sea Adventure,2014,boardgame
11378,Deep Space Navigator,,boardgame
65532,Defenders of the Realm,,boardgame
372649,Defenders of the Wild,2024,boardgame
43691,Delve: The Dice Game,,boardgame
2753,Demon's Run,,boardgame
1635,Demonlord,,boardgame
3626,Demons,,boardgame
8939,Der wahre Walter,,boardgame
17226,Descent: Journeys in the Dark,2005,boardgame
104162,Descent: Journeys in the Dark (Second Edition),2012,boardgame
322708,Descent: Legends of the Dark,2021,boardgame
382927,Descent: Legends of the Dark – The Betrayer's War,,boardgame
,Desert Falcons,,boardgame
15182,Destination,,boardgame
285192,Destinies,2021,boardgame
,Destiny Game,1969,boardgame
,Destruction of Army Group Center,,boardgame
223321,Detective,2018,boardgame
304450,Detective Charlie,,boardgame
,Detective Club,2018,boardgame
162082,Deus,2014,boardgame
6787,Deutschlandreise,,boardgame
1817,Devil Bunny Hates the Earth,,boardgame
185,Devil Bunny Needs a Ham,,boardgame
5482,Devil's Den,,boardgame
20253,Diaballik,,boardgame
4811,Diadem (board game),,boardgame
11730,Diam,,boardgame
15512,Diamant,,boardgame
133664,Diamond,,boardgame
,Diamond Chess,,boardgame
194594,Dice Forge,2017,boardgame
40793,Dice Town,2008,boardgame
,Diced Veggies,2023,boardgame
3339,Diceland,,boardgame
167,Dicke Kartoffeln,1989,boardgame
5886,Die Dracheninsel,,boardgame
1,Die Macher,1986,boardgame
1012,Die Magier,1985,boardgame
1177,Die Ritter von der Haselnuss,1996,boardgame
504,Die Verbotene Stadt,1992,boardgame
59223,Diego Drachenzahn,,boardgame
457501,Dig Deeper Dwarf,2025,boardgame
7256,Digit,,boardgame
153318,Dimension,,boardgame
,Dimension Demons,,boardgame
11484,Dindons & Dragons,,boardgame
3768,Dingbats,,boardgame
235927,Dino World,2017,boardgame
23541,Dinosaurus,2006,boardgame
483,Diplomacy,1959,boardgame
29491,Dipole,,boardgame
22065,Direct Conflict in Dimension Six,,boardgame
5687,Dirtside II,,boardgame
2956,Dirty Minds,,boardgame
424455,Discat,2025,boardgame
91312,Discworld: Ankh-Morpork,2011,boardgame
295895,Distilled,2023,boardgame
23,Divine Right,,boardgame
,Divine Wind,,boardgame
,Dixit,2008,boardgame
121288,Dixit: Journey,,boardgame
92499,Djam,,boardgame
17691,Djambi,,boardgame
38388,Do you know Di?,,boardgame
2492,Doctor Faust,1990,boardgame
25337,Doctor Who – Battles in Time,,boardgame
42142,Doctor Who: Solitaire Story Game,,boardgame
3090,Doctor Who: The Game of Time & Space,1980,boardgame
28665,Dodge Bowl,,boardgame
,Dodo – Rettet das Wackel-Ei,,boardgame
2633,DOG,,boardgame
148083,Dogs,,boardgame
754,Domain,,boardgame
62219,Dominant Species,2010,boardgame
16620,Domination,,boardgame
,Dominations: Road to Civilization,2019,boardgame
7450,Domineering,,boardgame
,Dominion,2009,boardgame
,Dominion (Second Edition),2016,boardgame
210,Don Pepe,,boardgame
7116,Don't Be Annoyed,1999,boardgame
4888,Don't Break the Ice,,boardgame
32687,Don't Drop the Soap,,boardgame
7791,Don't Give Up the Ship!,,boardgame
1420,Don't Go to Jail,,boardgame
4407,Don't Miss the Boat!,1965,boardgame
10917,Don't Quote Me,,boardgame
6535,Don't Wake Daddy,,boardgame
,Donjons & Dominos,2022,boardgame
150558,Donkey Racing,,boardgame
299939,Doodle Dungeon,2020,boardgame
10640,Doom: The Boardgame,2005,boardgame
156714,Doomtown,,boardgame
3512,Doorways to Adventure,1986,boardgame
6212,Doorways to Horror,1986,boardgame
5155,Dorada,,boardgame
,Dorfromantik,2022,boardgame
370591,Dorfromantik: The Board Game,2022,boardgame
26983,Dorn,,boardgame
9408,Dos Rios,,boardgame
,Double Star,,boardgame
23425,Down Styphon!,,boardgame
1593,Down with the King,,boardgame
1099,Downfall,,boardgame
7804,Dracula,,boardgame
264055,Draftosaurus,,boardgame
18656,Dragon Booster Trading Card Game,,boardgame
1860,Dragon Dice,,boardgame
381247,Dragon Eclipse,2025,boardgame
,Dragon Hordes,,boardgame
3110,Dragon Rage,,boardgame
73725,Dragon Riders Triumphant,,boardgame
235655,Dragon'g Breath,,boardgame
1042,Dragon's Gold,2001,boardgame
,Dragon-Slayers,2024,boardgame
803,Dragonhunt,1982,boardgame
795,Dragonlance,1988,boardgame
25030,Dragonlord,,boardgame
30210,Dragons,,boardgame
23055,Dragons of Kir,,boardgame
5610,Dragons of Underearth,,boardgame
4486,Dragonslayer,,boardgame
1149,DragonStrike,,boardgame
172933,Dragonwood,,boardgame
102237,Drako: Dragon & Dwarves,,boardgame
6942,Drang Nach Osten!,1973,boardgame
15020,Draw Out,,boardgame
4236,Dreadnought,,boardgame
299028,Dream Catcher,,boardgame
194880,Dream Home,2016,boardgame
,Dreams,1992,boardgame
,Drive on Stalingrad: Battle for Southern Russia Game,,boardgame
2337,Droids,,boardgame
244916,Drop It,,boardgame
19,Drunter und Drüber,1991,boardgame
2789,Duck Pond,,boardgame
35964,duck! duck! Go!,,boardgame
54986,duck! duck! SAFARI!,,boardgame
,Duel Arcane,,boardgame
27048,Duel in the Dark,,boardgame
8306,Duel Magical,,boardgame
283355,Dune,2019,boardgame
,Dune (Parker Brothers),,boardgame
42617,Dune Express,2009,boardgame
316554,Dune: Imperium,2020,boardgame
,Dune: Imperium - Uprising,2023,boardgame
,Dune: Imperium Uprising,2023,boardgame
,Dune: Imperium – Uprising,2023,boardgame
,Dune: War for Arrakis,2024,boardgame
102548,Dungeon Fighter,,boardgame
90730,Dungeon in a Tin,,boardgame
45315,Dungeon Lords,2009,boardgame
97207,Dungeon Petz,,boardgame
12995,Dungeon Twister,,boardgame
1339,Dungeon!,1975,boardgame
,Dungeoneer,,boardgame
472,Dungeonquest,,boardgame
5177,DungeonQuest Legends,,boardgame
17804,Dungeons & Dragons Basic Game,2004,boardgame
4746,Dungeons & Dragons Computer Labyrinth Game,1980,boardgame
59946,Dungeons & Dragons: Castle Ravenloft Board Game,,boardgame
6366,Dungeons & Dragons: The Fantasy Adventure Board Game,2003,boardgame
91872,Dungeons & Dragons: The Legend of Drizzt Board Game,,boardgame
26519,Dunkirk: The Battle of France,,boardgame
22348,Duplik,,boardgame
29109,Dust,,boardgame
2346,DVONN,2001,boardgame
65814,Dweebies,,boardgame
,Dwellings of Eldervale,2020,boardgame
7290,Dynasty League Baseball,,boardgame
19113,Déconnaissance,1993,boardgame
33061,Défifoo,1998,boardgame
123665,Délir'phone,,boardgame
,Dérive,,boardgame
56796,Dōbutsu shōgi,2008,boardgame
11147,Ea$y Money,1988,boardgame
7032,Eagle Day: The Battle of Britain,1973,boardgame
,Eagles,,boardgame
25236,Ear Tug,2004,boardgame
350184,Earth,2023,boardgame
,Earth Game,,boardgame
73171,Earth Reborn,,boardgame
,Earthborne Rangers,2023,boardgame
22143,EastFront: The War in Russia 1941-45,,boardgame
4779,Easy Money,1935,boardgame
,Echelon,,boardgame
72125,Eclipse,2011,boardgame
,Eclipse: New Dawn for the Galaxy,2011,boardgame
,Eclipse: Second Dawn for the Galaxy,2020,boardgame
6647,Ecopolicy,,boardgame
,Edge City,,boardgame
,egg dance,,boardgame
616,Egghead,,boardgame
58421,Egizia,,boardgame
151228,"Eiertanz, Das Kartenspiel",,boardgame
131366,Eight-Minute Empire,2012,boardgame
293207,Eila and Something Shiny,2021,boardgame
299150,Eile mit Weile,,boardgame
,Einfach Genial 3D,2024,boardgame
18699,EinStein würfelt nicht!,,boardgame
,"El Alamein: Battles in North Africa, 1942",,boardgame
29972,El Capitán,,boardgame
,El cascabelito mudo,,boardgame
93,El Grande,1995,boardgame
,El nuevo coyote,,boardgame
19526,Elasund,2016,boardgame
100423,Elder Sign,,boardgame
146021,Eldritch Horror,2013,boardgame
,Election,,boardgame
,Electric football,,boardgame
6578,Electronic Dream Phone,1991,boardgame
7320,Elefun,,boardgame
10,Elfenland,1998,boardgame
,Ellery Queen's Mystery Magazine Game,,boardgame
,Ellery Queen's Operation: Murder,,boardgame
1628,Elric,1977,boardgame
163968,Elysium,2015,boardgame
14438,Emergo,,boardgame
68425,Eminent Domain,,boardgame
168,Empire Builder,,boardgame
,Empire I,,boardgame
5034,Empire of the Rising Sun,,boardgame
254,Empires in Arms,1983,boardgame
911,Empires of the Middle Ages,,boardgame
173442,Empires: Age of Discovery,,boardgame
938,Enchanted Forest,,boardgame
2879,Encore,,boardgame
33160,Endeavor,2009,boardgame
367966,Endeavor: Deep Sea,2024,boardgame
,Endless Winter: Paleoamericans,2022,boardgame
,Endodoi,,boardgame
6203,Enemy at the Gates,,boardgame
83157,"Engine, Engine No. 9",,boardgame
,English draughts,,boardgame
,Enkeshui,,boardgame
1334,Entdecker,2001,boardgame
1329,Entropy,,boardgame
10431,Epic,,boardgame
112686,Epic Spell Wars of the Battle Wizards: Duel at Mt. Skullzfyre,,boardgame
103368,Epigo,,boardgame
41898,Epäillyt,,boardgame
2499,Equate,,boardgame
9379,Escalado,,boardgame
26884,Escalation!,,boardgame
,Escape from Altassar,,boardgame
715,Escape from Colditz,1973,boardgame
731,Escape from New York,1981,boardgame
444,Escape from the Hidden Castle,,boardgame
,Escape from the Hidden Castle (dup),,boardgame
90009,Eselsbrücke,,boardgame
,Eson xorgol,,boardgame
31291,España 1936,,boardgame
343898,Espresso Doppio,2021,boardgame
,Eternal Decks,2025,boardgame
206718,Ethnos,2017,boardgame
22811,Eureka,,boardgame
116484,Euro Miljonairs,,boardgame
42050,Eurobusiness,,boardgame
7649,Eurocracy,,boardgame
,EuroFront,,boardgame
295,Europa 1945-2030,,boardgame
4102,Europa Universalis,,boardgame
,Europe Aflame,,boardgame
295785,Euthia: Torment of Resurrection,2021,boardgame
396989,Evenfall,2023,boardgame
,Everdell,2018,boardgame
363307,Evergreen,2022,boardgame
1159,Evo,,boardgame
31775,Ex*Pion,,boardgame
,Excalibur,,boardgame
,Existensminimum,,boardgame
,EXIT: The Game,2017,boardgame
226522,Exit: The Game – Dead Man on the Orient Express,2017,boardgame
203420,Exit: The Game – The Abandoned Cabin,2016,boardgame
215840,Exit: The Game – The Forbidden Castle,,boardgame
215841,Exit: The Game – The Forgotten Island,,boardgame
244918,Exit: The Game – The Mysterious Museum,,boardgame
203416,Exit: The Game – The Pharaoh's Tomb,,boardgame
215842,Exit: The Game – The Polar Station,,boardgame
203417,Exit: The Game – The Secret Lab,,boardgame
226518,Exit: The Game – The Sunken Treasure,,boardgame
,Exorbitare,,boardgame
,Expeditions,2023,boardgame
18297,Experiment,,boardgame
22947,Exxit,,boardgame
35665,Eye Know,,boardgame
20133,FAB: The Bulge,,boardgame
264295,Fabulantica,,boardgame
24417,Factory Fun,2006,boardgame
183284,Factory Funner,,boardgame
1233,Facts in Five,,boardgame
75,Falling,,boardgame
163154,Falling Sky: The Gallic Revolt Against Caesar,2016,boardgame
,Fallout: The Board Game,,boardgame
95449,Fame Us,,boardgame
81453,Famiglia,,boardgame
11081,Familienbande,,boardgame
4386,Fanorona,,boardgame
2972,Fantasy Business,,boardgame
,Fantasy Land (board game),,boardgame
3674,Fast Attack Boats,,boardgame
38548,Fast Flowing Forest Fellers,,boardgame
720,Fast Food Franchise,,boardgame
61506,Fast4Words,,boardgame
35497,Fauna,,boardgame
593,Favoriten,1989,boardgame
96704,Fealty,,boardgame
7805,Fearsome Floors,,boardgame
345868,Federation,,boardgame
36,Federation and Empire,,boardgame
19854,Federation Commander,,boardgame
1594,Federation Space,,boardgame
271601,Feed the Kraken,2022,boardgame
32125,Felicity: The Cat in the Sack,,boardgame
137830,Felli,,boardgame
,Ferris Bueller's Day Off,,boardgame
,Fetaix,,boardgame
6744,Feudal Lord,1983,boardgame
163839,Feudum,,boardgame
,Fevga,,boardgame
,Fidchell: Celtic Chess,,boardgame
91475,Fidchess,2007,boardgame
107704,Fief,2011,boardgame
28829,Field Commander: Rommel,,boardgame
7029,Field of Honor,,boardgame
18352,Fields of Action,,boardgame
159675,Fields of Arle,2014,boardgame
22877,Fields of Fire,,boardgame
285253,Fiesta de los Muertos,,boardgame
,Fight for the Sky,,boardgame
6638,Fight in the Skies,,boardgame
39217,Fighting Formations: Grossdeutschland Motorized Infantry Division,,boardgame
9526,Figure It Out,,boardgame
2916,File 13,,boardgame
,Final Frontier,,boardgame
,Final Girl,2021,boardgame
2635,Finance,,boardgame
40628,Finca,,boardgame
28516,Finger Baseball,,boardgame
27768,Finis ton Assiette,2005,boardgame
436126,Finspan,2025,boardgame
19134,Fire & Steel,,boardgame
4643,Fire and Ice,,boardgame
144189,Fire in the Lake,2014,boardgame
14083,Fire in the Sky: The Great Pacific War 1941-1945,,boardgame
1768,Fireball Island,,boardgame
,Firefight: Modern U.S. and Soviet Small Unit Tactics,,boardgame
138161,Firefly: The Game,,boardgame
41302,First Orchard,,boardgame
4370,"Fish, fluff, meatballs",2002,boardgame
4471,Fist of Dragonstones,,boardgame
10565,Fits,,boardgame
,Five Lines,,boardgame
,Five Tribes,2014,boardgame
157354,Five Tribes: The Djinns of Naqala,2014,boardgame
25471,five-field kono,,boardgame
15511,Fjords,,boardgame
336986,Flamecraft,2022,boardgame
11168,Flames of War,,boardgame
199478,Flamme Rouge,,boardgame
100901,Flash Point: Fire Rescue,2011,boardgame
364942,Flashback: Zombie Kidz,,boardgame
38226,Flibbix,,boardgame
,Flight 501,,boardgame
5864,Flight of the Goeben,,boardgame
5692,Flintloque,,boardgame
,Flip 7,2024,boardgame
,Fliptoons,2025,boardgame
154681,Flizz & Miez,,boardgame
125315,FlowerFall,,boardgame
,Flux,,boardgame
1101,Flying Carpet,1987,boardgame
,Flying Fortress I & II,,boardgame
789,Focus,,boardgame
175324,Fog of love,2017,boardgame
175914,Food Chain Magnate,,boardgame
431248,For a Crown,,boardgame
172,For Sale,,boardgame
,For The Win,,boardgame
3945,Forbidden Bridge,,boardgame
136063,Forbidden Desert,2013,boardgame
65244,Forbidden Island,2010,boardgame
380226,Forbidden Jungle,2023,boardgame
245271,Forbidden Sky,2018,boardgame
,Forest Shuffle,2023,boardgame
,Forest Wars of the Haven,,boardgame
302723,Forgotten Waters,2020,boardgame
25677,Formidable Foes,2006,boardgame
1535,Formula 1,,boardgame
24247,Formula 1 Grand Prix,,boardgame
173,Formula D,,boardgame
296912,Fort,2020,boardgame
,Fortnite Monopoly,,boardgame
99,Fortress America,,boardgame
80979,Fortuna,,boardgame
3998,Fortune,,boardgame
61,Fossil,,boardgame
291550,Foto Fish,,boardgame
21022,Found Objects,,boardgame
284189,Foundations of Rome,2022,boardgame
11054,Four Battles in North Africa,1976,boardgame
10213,Fox games,,boardgame
,Foxbat & Phantom,,boardgame
2025,Frag,,boardgame
17281,Fragrances,,boardgame
19030,Frankenstein,2005,boardgame
706,Frederick the Great,,boardgame
2115,Free Parking,,boardgame
36659,Free Trader,,boardgame
9950,Free Willy Game,1995,boardgame
100480,Freedom,,boardgame
1717,Freedom in the Galaxy,,boardgame
119506,Freedom: The Underground Railroad,2013,boardgame
,Freelancers: A Crossroads Game,2023,boardgame
4281,Freeloader,,boardgame
,Freiburg,,boardgame
66188,Fresco,2010,boardgame
9372,Friedland 1807,1974,boardgame
12891,Friedrich,,boardgame
4694,Friends Trivia Game,,boardgame
,Frigate: Sea War in the Age of Sail,,boardgame
384213,Fromage,2024,boardgame
295770,Frosthaven,2022,boardgame
16144,Fruit Spy,,boardgame
33799,Fruttirelli,2007,boardgame
169855,Fujian Trader,,boardgame
20,Full Metal Planète,1988,boardgame
,Fullrigger,,boardgame
,Fully,1989,boardgame
370164,Fun Facts,2022,boardgame
16982,Fun House,,boardgame
8964,Funny Bunny,,boardgame
16366,Funny Friends,,boardgame
,Furnace,2021,boardgame
5294,Fury in the West,,boardgame
181279,Fury of Dracula,2015,boardgame
,Fury of the Clansmen,,boardgame
,Fuzzy Heroes,,boardgame
,Fuzzy Sooper Heroes,,boardgame
5205,G.E.V.,,boardgame
1908,G.O.O.T.M.U.,,boardgame
220308,Gaia Project,2017,boardgame
235213,Galacta: Star Commandos,,boardgame
,Galactic Cruise,2025,boardgame
,galagapy,,boardgame
31481,Galaxy Trucker,,boardgame
47046,Gambit 7,,boardgame
24509,Gambit Royale,,boardgame
4123,Gambler,1975,boardgame
182516,Game For Fame,,boardgame
2125,Game of the Amazons,1988,boardgame
2728,Game of the Generals,,boardgame
2785,Game of the Goose,,boardgame
179719,Game of Thrones Risk,2015,boardgame
129976,Game of Thrones: The Card Game,2012,boardgame
,Games played with Mahjong equipment,,boardgame
,Gaming board from Knossos,,boardgame
1408,Gammarauders,,boardgame
3085,Gang of Four,,boardgame
1471,Gangsters,,boardgame
25260,Garden Party,2006,boardgame
28989,Garçon,2007,boardgame
42776,Gears of War: The Board Game,,boardgame
,Genestealer,,boardgame
40830,Genial Spezial,,boardgame
1345,Genoa,,boardgame
22706,Geoprimo,2004,boardgame
,German Solo,,boardgame
28436,Germany: Find Minden,,boardgame
229553,Gespensterburg,,boardgame
30539,Get Bit!,,boardgame
147114,Get the white!,,boardgame
23730,Gheos,,boardgame
8063,Ghettopoly,,boardgame
275032,Ghost Adventure,2020,boardgame
146312,Ghost Fightin' Treasure Hunters,,boardgame
37046,Ghost Stories,,boardgame
2290,Ghosts,,boardgame
2402,Ghoulash: The Last Game on Earth,2001,boardgame
,GHQ,,boardgame
23686,Gift Trap,,boardgame
170969,Gigamons,,boardgame
59,Giganten,1999,boardgame
8395,Giganten (board game),1981,boardgame
,Gimel,,boardgame
38229,Giocagoal,,boardgame
,Gioul,,boardgame
527,GIPF,,boardgame
32382,Gipsy King,,boardgame
5717,Girl Talk,,boardgame
21985,Giro Galoppo,,boardgame
176,Give Me the Brain,,boardgame
1693,Gladiator,,boardgame
66362,Glen More,,boardgame
24230,Glik,,boardgame
,Global War,,boardgame
35179,Globalissimo,2008,boardgame
2195,Globbo,,boardgame
174430,Gloomhaven,2017,boardgame
291457,Gloomhaven: Jaws of the Lion,2020,boardgame
19857,Glory to Rome,,boardgame
192547,Go Cuckoo!,,boardgame
3343,Go for Broke,,boardgame
270140,Go Gecko Go!,,boardgame
34375,Go Nuts!,,boardgame
4041,Go to the Head of the Class,,boardgame
9216,Goa,2004,boardgame
,Goblin,,boardgame
124390,"Goblins Drool, Fairies Rule!",,boardgame
208663,Godforsaken Scavengers,2017,boardgame
458063,"Gods, Warriors & Beasts",,boardgame
18737,Godzilla Game,,boardgame
8748,Golan,,boardgame
137480,Gold am Orinoko,,boardgame
68083,Gold Mine,,boardgame
134626,Golden Horn: Von Venedig nach Konstantinopel,2013,boardgame
3139,Goldland,,boardgame
,Gomocup,,boardgame
5255,Gorkamorka,,boardgame
7296,Goth,,boardgame
698,Gother Than Thou,,boardgame
94446,Gothic Checkers,,boardgame
8548,Gounki,,boardgame
58099,Granada,,boardgame
182874,Grand Austria Hotel,2015,boardgame
5876,Grav-Ball,,boardgame
2472,Grave Robbers from Outer Space,,boardgame
142992,Gravwell: Escape from the 9th Dimension,2013,boardgame
193738,Great Western Trail,2016,boardgame
,Great Western Trail: New Zealand,2023,boardgame
4460,Green Ghost,,boardgame
,Gregory Horror Show,,boardgame
2307,Greyhawk Wars,,boardgame
28596,GridIron Master,,boardgame
22428,Gridlock,,boardgame
73863,Grimoire,,boardgame
34152,Grind,,boardgame
,Grosz Jakosa,,boardgame
2132,Guardians,,boardgame
23053,Guatemala Cafe,,boardgame
7027,Guerilla,1974,boardgame
4143,Guess Who?,1979,boardgame
2379,Guesstures,,boardgame
155451,Guild Ball,2015,boardgame
,Guilford Courthouse,,boardgame
2076,Gulf Strike,,boardgame
32016,Gumball Rally,,boardgame
3365,Gumshoe,1985,boardgame
14830,"Gunfight in the Valley of Tears, October 9, 1973",,boardgame
,Gunjin Shōgi,,boardgame
10511,Gute Freunde,,boardgame
33685,Gwyddbwyll,,boardgame
,Gym-Jungle,1989,boardgame
11948,Généric,,boardgame
9805,Habana Taxi,,boardgame
19100,Hacienda,,boardgame
,Hadara,2019,boardgame
37628,Haggis,2010,boardgame
424581,Half-and-Seek,2025,boardgame
5590,Hallo Dachs!,1996,boardgame
,Halusa,,boardgame
30381,Hamburgum,2007,boardgame
3685,Hammer of the Scots,,boardgame
,Hammer's Slammers,,boardgame
,Hanabi,2013,boardgame
,Hands Down,,boardgame
,Hannibal,,boardgame
234,Hannibal: Rome vs. Carthage,,boardgame
158991,Hannin Wa Odoru,2013,boardgame
8989,Hansa,2004,boardgame
43015,Hansa Teutonica,2009,boardgame
319793,Happy City,,boardgame
,Happy Salmon,2016,boardgame
361,Hare and Tortoise,,boardgame
,Hare games,,boardgame
414317,Harmonies,2024,boardgame
,Harrow County: The Game of Gothic Conflict,2024,boardgame
67436,Harry Potter Hogwarts,,boardgame
57925,Havana,,boardgame
142645,Havok & Hijinks,,boardgame
106217,Hawaii,2011,boardgame
42246,Hawalis,,boardgame
17457,He & She,,boardgame
9921,Headache,,boardgame
38778,Heads of State,2008,boardgame
7779,Heart of Oak: Naval Miniatures for the Age of Fighting Sail,1978,boardgame
,Heat,2022,boardgame
366013,Heat: Pedal to the Metal,2022,boardgame
227789,Heaven & Ale,2017,boardgame
17526,Hecatomb,,boardgame
66797,Heckmeck Junior,,boardgame
259830,Hedgehog Roll,2019,boardgame
,Hegemony,2023,boardgame
,Hegemony: Lead Your Class to Victory,2023,boardgame
23977,Hell Dorado,2006,boardgame
224272,Hellapagos,,boardgame
5200,Helltank,,boardgame
5197,Helltank Destroyer,,boardgame
363351,Helsinki,2022,boardgame
103092,Helvetia,2011,boardgame
20685,Henne Berta,,boardgame
10593,Hepta,1974,boardgame
166023,Herakles,,boardgame
17392,Here I Stand,,boardgame
299252,Here to Slay,2020,boardgame
,Heredity: The Book of Swan,2023,boardgame
1560,Hero: A Game of Adventure in the Catacombs,1980,boardgame
198830,"Heroes of Land, Air & Sea",,boardgame
53093,Heroes of Normandie,2013,boardgame
94731,Heroica: Fortaan,,boardgame
699,HeroQuest,,boardgame
,Heroscape,2004,boardgame
24703,Heroscape Marvel: The Conflict Begins,,boardgame
27976,Heroscape Master Set: Swarm of the Marro,,boardgame
111532,Hetrix,,boardgame
19432,hexagonal chess,,boardgame
1512,Hexagony,,boardgame
24697,Hexdame,,boardgame
